cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
256,72,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,7,15.0844,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0198,144.52,2095.8
256,80,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,6,15.8189,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0175,153.12,2007.88
256,88,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,7,16.1244,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.02,165.24,1979.04
256,96,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,6,16.1623,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0181,179.84,1983.59
256,112,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,3,19.5749,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0104,173.24,1652.95
256,128,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,3,19.9118,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0105,194.64,1639.9
256,136,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,3,20.2326,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0106,203.52,1621.23
256,144,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,3,20.2948,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0106,214.83,1623.58
256,256,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,2,28.5227,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.006,271.75,1228.11
256,360,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,43.3357,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,251.52,852.86
256,368,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,44.0418,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,252.99,842.56
256,376,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,43.5006,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,261.71,856.45
256,384,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,44.2105,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,262.98,846.06
256,1,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,37,8,6.6176,flydsl_gemm2_abf16_wbf16_bf16_t32x64x64_split_k8_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,1.43,1427.47
256,2,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,37,8,6.2737,flydsl_gemm2_abf16_wbf16_bf16_t32x64x64_split_k8_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,3.01,1507.18
256,4,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,37,8,6.3438,flydsl_gemm2_abf16_wbf16_bf16_t32x64x64_split_k8_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,5.95,1493.43
256,8,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,215,4,6.6059,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k4_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,11.43,1439.75
256,16,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,215,4,6.7587,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k4_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,22.34,1418.12
256,24,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,215,4,7.3113,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k4_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,30.98,1321.03
256,32,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,215,4,7.9776,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k4_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,37.85,1219.92
256,48,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,3,9.043,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0058,50.09,1092.51
256,64,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,2,9.2107,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0027,65.57,1088.63
256,80,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,4,9.3113,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0076,81.08,1092.7
256,96,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,4,9.668,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0076,93.71,1067.64
256,112,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,2,10.0235,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0028,105.45,1044.48
256,128,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,10.3007,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0028,117.27,1030.69
256,176,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,2,10.6186,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0028,156.42,1041.49
256,184,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,2,11.3581,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0028,152.88,980.18
256,192,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,2,11.3328,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0028,159.88,988.87
256,256,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,12.3141,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,196.19,957.97
256,1,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.4851,auto,0.0,0.94,937.22
256,2,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.0614,auto,0.0,1.66,832.33
256,24,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.4326,auto,0.0,22.71,996.14
256,32,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.5855,auto,0.0,29.27,979.0
256,40,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.5363,auto,0.0,30.3,824.19
256,48,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,211,1,6.4199,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,31.36,722.24
256,56,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,211,1,6.4325,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,36.51,732.28
256,64,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.0343,auto,0.0,53.32,950.31
256,80,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,211,1,5.9722,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,56.18,825.76
256,88,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,211,1,6.0027,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,61.49,833.84
256,96,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,211,1,6.2717,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,64.2,809.83
256,104,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,211,1,6.3442,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,68.76,812.2
256,112,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,asm,2,1,6.1142,_ZN5aiter37bf16gemm_fp32bf16_tn_32x64_pf3_splitkE,0.0,76.83,854.81
256,120,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,211,1,6.4135,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,78.48,826.42
256,128,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.7015,auto,0.0,94.16,942.55
256,136,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,asm,4,1,6.4072,_ZN5aiter37bf16gemm_fp32bf16_tn_48x64_pf3_splitkE,0.0,89.03,850.24
256,144,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,211,1,6.6452,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,90.89,830.88
256,152,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,211,1,6.6893,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,95.31,836.44
